Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived,Title,FamilySize,FamilyType,Child,Mother
3,male,20.0,1,1,15.7417,U,C,1,Mr,3.0,SmallFamily,0.0,0.0
2,female,29.0,1,0,26.0,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
2,male,33.0,1,0,30.0708,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
2,female,30.0,0,0,13.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,female,16.0,1,1,8.5167,U,C,1,Mrs,3.0,SmallFamily,1.0,0.0
1,male,42.0,0,0,42.5,B,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,20.0,1,0,7.925,U,S,1,Mr,2.0,SmallFamily,0.0,0.0
1,female,23.0,0,1,83.1583,C,C,1,Mrs,2.0,SmallFamily,0.0,1.0
3,male,35.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,20.0,0,0,4.0125,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,16.0,2,0,18.0,U,S,0,Mr,3.0,SmallFamily,1.0,0.0
1,male,18.0,1,0,108.9,C,C,0,Mr,2.0,SmallFamily,0.0,0.0
2,male,19.0,1,1,36.75,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,female,21.0,2,2,34.375,U,S,0,Miss,5.0,LargeFamily,0.0,0.0
3,male,28.0,0,0,7.75,U,Q,1,Mr,1.0,Singletone,0.0,0.0
3,female,37.0,0,0,9.5875,U,S,0,Miss,1.0,Singletone,0.0,0.0
1,female,35.0,1,0,90.0,C,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,female,2.0,4,2,31.275,U,S,0,Miss,7.0,LargeFamily,1.0,0.0
3,male,11.0,0,0,18.7875,U,C,0,Mr,1.0,Singletone,1.0,0.0
3,female,45.0,1,0,14.1083,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
2,female,1.0,1,2,41.5792,U,C,1,Miss,4.0,SmallFamily,1.0,0.0
3,male,32.0,0,0,22.525,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,21.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,25.0,1,0,7.775,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
1,female,30.0,0,0,86.5,B,S,1,Miss,1.0,Singletone,0.0,0.0
2,male,39.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,45.0,0,0,35.5,A,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,16.0,1,1,20.25,U,S,0,Mr,3.0,SmallFamily,1.0,0.0
2,male,1.0,1,1,18.75,U,S,1,Master,3.0,SmallFamily,1.0,0.0
3,male,8.0,4,1,29.125,U,Q,0,Master,6.0,LargeFamily,1.0,0.0
3,male,18.0,1,1,20.2125,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
1,male,36.0,0,0,75.2417,C,C,0,Mr,1.0,Singletone,0.0,0.0
3,female,1.0,0,2,15.7417,U,C,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,28.0,1,2,23.45,U,S,0,Mr,4.0,SmallFamily,0.0,0.0
1,male,19.0,1,0,53.1,D,S,0,Mr,2.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,14.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,23.0,0,0,7.925,U,S,0,Miss,1.0,Singletone,0.0,0.0
2,female,24.0,1,1,37.0042,U,C,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,25.0,0,0,7.65,F,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,22.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,48.0,1,3,34.375,U,S,0,Mrs,5.0,LargeFamily,0.0,1.0
1,male,41.0,0,0,51.8625,E,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,47.0,0,0,34.0208,D,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,23.0,0,0,7.8542,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,49.0,1,0,89.1042,C,C,1,Mr,2.0,SmallFamily,0.0,0.0
3,female,17.0,2,0,23.25,U,Q,1,Miss,3.0,SmallFamily,1.0,0.0
1,female,45.0,0,0,262.375,U,C,1,Miss,1.0,Singletone,0.0,0.0
3,female,32.0,1,2,23.45,U,S,0,Mrs,4.0,SmallFamily,0.0,1.0
3,male,35.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,8.0,0,2,26.25,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,24.0,0,0,7.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,1.0,1,1,11.1333,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
2,female,14.0,1,0,30.0708,U,C,1,Mrs,2.0,SmallFamily,1.0,0.0
1,female,24.0,0,0,69.3,B,C,1,Miss,1.0,Singletone,0.0,0.0
2,female,41.0,0,1,19.5,U,S,1,Mrs,2.0,SmallFamily,0.0,1.0
2,female,28.0,0,0,12.65,U,S,1,Mrs,1.0,Singletone,0.0,0.0
3,male,19.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
